sn_id,sn_content,sent,sent_CAT,sent_NEU,sent_NEG,sent_POS
V_2,Talves el bolsita de las tejedoras quizas quería tomar de eso. ,"AnalyzerOutput(output=NEU, probas={NEU: 0.993, NEG: 0.006, POS: 0.001})",NEU,0.9926673769950867,0.006221655756235123,0.0011109159095212817
V_3,"Esos productos que ellos realizan, le ayuda un gran parte al reciclaje, entonces ellos reciclan la bolsa para realizar su material que se hacen sus productos, mochilas bolsas, y así el ser humano tiene influencia en el mejoramiento del medio ambiente. ","AnalyzerOutput(output=NEU, probas={NEU: 0.625, POS: 0.371, NEG: 0.004})",NEU,0.6248766779899597,0.004232592880725861,0.3708907961845398
V_4,"Aqui estamos en Casa Congo, compartiendo, creo que ese día fue un día de clase de surf. A mi me ha gustado desde chiquito, he aprendido solo, desde chiquito comenze con una tabla, me gustaba el mar desde niño que vivo aqui. Tengo 4 o 5 años que surfeo ya he tenido buena experiencia, torneos. Me gusta y espero que llego hacer algo con el deporte. ","AnalyzerOutput(output=POS, probas={POS: 0.995, NEU: 0.005, NEG: 0.000})",POS,0.00456407992169261,0.0004933085874654353,0.9949426054954529
V_5,"Ahi esta mi papa, que estaba cocinando… Lo mas tradicional aquí es el pescado, la materia prima que necesitas es el pescado, yo en el hogar uno lo procesa, y es un gran apoyo porque el pescado nos ayuda aqui en la comunidad, como consumidores. ","AnalyzerOutput(output=POS, probas={POS: 0.769, NEU: 0.230, NEG: 0.002})",POS,0.22987352311611176,0.0016042898641899228,0.7685222029685974
V_6,"Para ese tiempo mi papa estaba organizando su huerto, le regalaron una semilla, y entonces yo le estuve ayudando allí. Y me recuerdo que ese melon yo le sembre. Puse una semiillita y de repente salió una ramita y le dije a mi papa. Y tuvimos discutiendo allí que el decía que el yo había sembrado. Pero yo lo sembrémoste y yo lo comí, estaba buenísimo. Me sentí alegre porque yo lo sembré. ","AnalyzerOutput(output=POS, probas={POS: 0.985, NEU: 0.014, NEG: 0.001})",POS,0.013678492046892643,0.0008871526806615293,0.9854344129562378
V_7,"Aqui tenemos Casa Congo, esta bueno este foto porque sale todo, sale el identificación del local. El lugar donde esta el esta como todo frondoso, como oculto, también el nombre, Casa Congo, te hace pensar congo, y te hace relacionar con la naturaleza, y también el material que esta hecho, el Bamboo.","AnalyzerOutput(output=POS, probas={POS: 0.933, NEU: 0.066, NEG: 0.001})",POS,0.06592776626348495,0.0006054347613826394,0.9334668517112732
V_8,"Yo pansando allí decidí tomar la foto, por la cantidad de basura que estaba allí. Esto es una forma de remodelaje terrestre del medio ambiente que hace el ser humano. Y hay causas y consequences, esto puede ir al mar, el oxigeno también se contamina.","AnalyzerOutput(output=NEU, probas={NEU: 0.908, NEG: 0.089, POS: 0.003})",NEU,0.9075616598129272,0.08928289264440536,0.0031554100569337606
V_9,"Mire la lorita allí y tome la foto. Este animal en particular, las loras, se relacionan bastaste, no se si has visto que, tienen el acento, de que hablan, como que hablan.  Entonces se relacionen bastante con los humanos. Y creo que es el animal que mas se relaciona, para mi pues, porque es un animal que habla. También forman parte del ser humano","AnalyzerOutput(output=NEU, probas={NEU: 0.868, POS: 0.130, NEG: 0.002})",NEU,0.8676461577415466,0.0020390073768794537,0.13031481206417084
V_10,"Cochoyos, son inteligente ellos, uno de los animales sorprendentes porque se relacione bastante con los ser humanos y muchas cosas. Aparte de su colorido, porque son bonitos y todo de tener lo como mascota. Un animal para mi lo considero, como un gran amigo del ser humano. ","AnalyzerOutput(output=POS, probas={POS: 0.995, NEU: 0.005, NEG: 0.001})",POS,0.004680189769715071,0.0006997237796895206,0.9946200847625732
V_11,"Este señor siempre llegue a sentarse allí, adonde la señora. Y el es conocido, porque parece que es enfermito y le gusto beber bastante gaseosa. Ese señor siempre canima su machete, por que anda ambulando en las calles buscando que comer porque el no tiene un hogar adonde vivir. Entonces así camina, de un lado a otro. Ayudando aqui a las pangas. Entonces tienen que anda algo con que, pues si encuentra un pescado, cortar con su machete. El forma parte de nuestra sociedad le da mas identificación al lugar ","AnalyzerOutput(output=NEU, probas={NEU: 0.526, NEG: 0.471, POS: 0.003})",NEU,0.5257623791694641,0.47116294503211975,0.0030747056007385254
Y_1,"A veces uno en la pesca no se puede compartir mucha información. No se comparte casi información. Hay secretos. Lugares que no quieres compartir porque so lo compartes con una persona, otra persona va darse cuenta, entonces agarran de allí hasta que deja tener pescado. ","AnalyzerOutput(output=NEG, probas={NEG: 0.592, NEU: 0.406, POS: 0.001})",NEG,0.40617528557777405,0.5923674702644348,0.0014572562649846077
Y_2,"Este es tu trabajo, yo tengo tiempo de conocer esa zona, antes que compraran ellos, y eso era desierto. solo unos arbolitos alla y la casa. Había nada shora vez jardines, mira arboles, lo mira mas cubierto. A mi me gusta lo que es zona verde. Me fascina lo verde. Me fascina lo natural. Porque a mí me recuerda de adonde yo vivía cuando estaba niño. Yo vivía en la zona que ahorra ya no es la misma. La zona de las cañas, es una zona que cuando yo me crie, nosotros allí todo lo teníamos en la casa. Todos palos frutales. Y siempre manteníamos un area de unas 2/3 manzanas que usaba una parte para cultivar. En la otro parte se dejaba crecer arboles y mi gustaba pues. A cambiar nuestro manera de sobrevivir se vine de alla para la zona de aqui del astillero y entonces todo eso se perdió. La Sabiduría no esta perdida porque a mi me gusta tener mis palos de papaya que ya están cultivando. Tengo mi palo de limón. Tengo palo de guayaba que lo compre lo sembrémoste y quería verlo y ya produci. Alli paso la tarde, me pongo a reparar el equipo debajo de ellos, y si me toca allí tengo una hamaquita. Yorling es una persona muy amable, muy responsable, un poco inteligente, pero muy alegre. Me gusta ser alegre y me gusta dar y cuando a mi me buscan me gusta servir, me gusta ser servicial, poco apartado si pero responsable.","AnalyzerOutput(output=POS, probas={POS: 0.544, NEU: 0.453, NEG: 0.003})",POS,0.4530702829360962,0.0030008256435394287,0.5439289212226868
Y_3,"Hablamos muchas problemas de la pesca como hacer que volvía al tiempo de antes, como era floreciente la pesca, como capturar mas peses, de calidad de peses. También hablamos de la conservación. Siempre meterse en mano el la conservación con el trabajo. Antes habían menos embarcaciones, los inviernos eran mejor. Entre mas lluvia has mas movimiento de peses por la agua, hay mas agua es los esteros y entonces allí llegan los peses mas cerca. Pero como que ahorra no llueve mucho. ","AnalyzerOutput(output=POS, probas={POS: 0.783, NEU: 0.214, NEG: 0.003})",POS,0.2136467844247818,0.0032794561702758074,0.7830736637115479
Y_4,"Este foto me representa mi media de subsistencia. Mi motor, mi casa, mi equipo de pesca, mi ropa de andar en el mar. Eso es me medio de trabajo hacerlo bien, cuando uno tiene un trabajo tiene que gustarle para desempeñarlo y entonces a mi me gusta la pesca y por eso me gusta trabajar en el mar. Y yo soy pescador responsable me gusta hacer la pesca responsable.  ","AnalyzerOutput(output=POS, probas={POS: 0.858, NEU: 0.141, NEG: 0.001})",POS,0.1409585177898407,0.0014423690736293793,0.8575990796089172
Y_5,"Si tu quieres tener una a fruta, la tienes, en la casa la tomas, y te la comes. No la compras. Y tienes sombra. Sabes que tu la cosechateis, tu la cuidad y te sientes bien. Aveces tienes muchas y dijo a mis amigos “”amigos ven, miren mi palo de guayaba” le digo. “”Te regalo una de mi palo de guayaba” me siento feliz de compartirlo. ","AnalyzerOutput(output=POS, probas={POS: 0.833, NEU: 0.162, NEG: 0.006})",POS,0.16159506142139435,0.005897126626223326,0.8325077891349792
Y_6,"Aqui vemos pescadores trepando su medio de trabajo. Vemos los animalitos que si alimentan de los peces que uno bota. Todo esto que esta qui [la basura] fue lo que provoco la lluvia. Lo que es vida. Lluvia es vida. Cuando nosotros los pescadores miren que esta lloviendo. Cuando mires que esta soplando sur y hay lluvia Ali decimos viene una tormenta, arreglamos porque hay peses. Hay lluvia, hay vida. Entre mas movimiento de lluvia, mas pangas. ","AnalyzerOutput(output=NEU, probas={NEU: 0.856, NEG: 0.136, POS: 0.007})",NEU,0.8562667965888977,0.13646721839904785,0.007266005501151085
Y_7,"Este foto yo lo tome porque en ese momento estaban por botar unos filetes a los zopilotes allí, y entonces allí ya se habían comido un pescado. Lo que nosotros no lo usamos ellos se alimenten, limpio. Limpian la costa. Yo vi algunos chabalito Ali tirando pierdas y pla rompieron una patita de ellos y yo dije entonces ustedes van a limpiar la costa. Los pescados que a ti lo les sirven porque ellos limpien. Es que la naturaleza, es así, lo que nosotros no usamos ellos lo utilizan, lo único que a mi no me gustan es lo que es el plastico. Y eso ellos no lo pueden comen solo puede ser nosotros que llegan para recogerlo. Lo plástico yo lo selecciono y lo pego fuego. Pero aveces ese basura si lo trae los ríos.","AnalyzerOutput(output=NEG, probas={NEG: 0.621, NEU: 0.377, POS: 0.002})",NEG,0.3766769766807556,0.6208412051200867,0.002481856383383274
Y_8,"Esta vista. Aqui representamos lo que tenemos, tenemos una reserva, el peñón. Tenemos nuestro medio de trabajo [las pangas]. Y para mi esta parte, chacocente me fascina pero no me gusta ir mucho porque es reserva. A veces con mi familia digo, vamos hacer una vuelta al estero, vamos al peñón, si vamos… es una de las bellezas que tenemos en nuestra comunidad… No me gusta pasar a la playa de chacocente porque puede ser que se confunden que uno anda haciendo maldadas, como que caminan muchas personas haciendo cosas malas entonces solo ha ido cuando van soltando tortuguitos por  alla.  Hay militares y a veces hay personas que manejan la reserva de una forma mas sociable pero a veces hay gente que se pasan de sobre, entonces hay que evitar.","AnalyzerOutput(output=NEU, probas={NEU: 0.911, NEG: 0.075, POS: 0.014})",NEU,0.9113653898239136,0.07511812448501587,0.013516485691070557
Y_9,"Este es un árbol poco común, este árbol se llama guayacan. De este palo ya no casi casi hay. Hay lugares aqui adonde hay pero casi ya no. Es un árbol que crece muy muy lento, pero el aroma que tiene la flor es una aroma inexplicable. Andava en las cañas esa día lo mire,  pero ase poco yu anduve y con la lluvia que paso lo arranco. Fue demasiado esa lluvia fue el huracán  Iota, lo dejo depalado. ","AnalyzerOutput(output=NEU, probas={NEU: 0.856, NEG: 0.141, POS: 0.003})",NEU,0.855898916721344,0.14147250354290009,0.002628619084134698
Y_10,"Ese nosotros lo decimos limón indio, limón criollo, como ese que trajo usted, pequeñita, jugoso y agrio para hacer ceviche. Lo pesco, hago un ceviche, le hago un jugo de limón. Incluso llegan mis trabajadores y dicen necesito un limón. Significa mucho porque yo vivo de mi misma cosecha, del fruto soy independiente. Me gusta sembrar mucho.","AnalyzerOutput(output=POS, probas={POS: 0.813, NEU: 0.185, NEG: 0.002})",POS,0.18484875559806824,0.0021955068223178387,0.8129557371139526
Y_11,"Lo de la tierra y lo del mar. Mira es que a veces muchas personas me preguntan a mi, que tiene que ver la lluvia con los peses. Son polos opuestos pero la lluvia es igual. Mas lluvia, mas pescado. Mas lluvia mas produccion. Todo se interactúa instante el mar con la tierra. Mira cuando el rio lleva basura al mar el pescado pone en la basurita que se encuentra. El agua dulce no se mantiene muy salada entonces el pescado pone su huevos, y ya cuando son grande se va.","AnalyzerOutput(output=NEU, probas={NEU: 0.838, NEG: 0.160, POS: 0.002})",NEU,0.8380104899406433,0.16048391163349152,0.0015056026168167591
Y_12,"Esto es la entrada del sol casi. Eso lo hago toda las tardes. Yo termino, ir al mar, sentarme alli en mi panga, y ver la entrada del sol. Me gusta ver la entrada del sol, mas cuando hay nuves o cuando se poner rojito rojito. Nosotros estamos aqui y no aprovechamos lo que tenemos. Access estoy pensando de olvidarme de las problemas, olvidarse de todo, un momento de relajación, o a veces dijo, mañana voy a necesitar a entrar al agua y pedirle a dios que todo me salga bien. Es un momento de meditar.","AnalyzerOutput(output=NEU, probas={NEU: 0.946, POS: 0.052, NEG: 0.002})",NEU,0.9459789991378784,0.0017828166019171476,0.052238207310438156
Y_13,"los zopilotes, mira cómo se disfrute el espacio, el cielo con su naturalesa sin hacerle daño. Pero nosotros aquí seguimos haciendo daño nos vamos a cedar sin un aves que limpia la costa. Alli están en su liberta, en el cielo. Incluso los pelicanos tuvieron muriendo y hicieron todos que nosotros lo íbamos matando. Y nosotros hablamos con el encargado de la política y vinieron a revisar haber si lo estábamos matando y parece que fue algo virus y ellos murieron de enfermedad.","AnalyzerOutput(output=NEG, probas={NEG: 0.970, NEU: 0.028, POS: 0.001})",NEG,0.028341058641672134,0.9704062342643738,0.0012527683284133673
Y_14,"Hay gente vaga que no se preocupan por la naturaleza. Ahora matan tortugas simplemente para los huevos. Pero incluso el otra vez se hizo un operativo que salimos del agua, se hablaba, se comunicaba para ver si lo pararan. Logramos una objectivo. Pero siguen los mismos. Y no los castiguen.","AnalyzerOutput(output=NEG, probas={NEG: 0.997, NEU: 0.003, POS: 0.000})",NEG,0.0031178377103060484,0.9965327978134155,0.00034940228215418756
Y_15,"Aqui tenemos algo que no todo el mundo tiene. Pero lo que pasa con la tortuga esta muy delicada. En la manera que si seguien haciendo lo que hacen ya no vamos a tener. Habían arribadas de 5 6 mil tortugas, y ya no hay arribadas de 6 mil, son de 3 mil o 1,500. ","AnalyzerOutput(output=NEG, probas={NEG: 0.992, NEU: 0.007, POS: 0.000})",NEG,0.007213362026959658,0.9923198819160461,0.00046675518387928605
Y_16,"Yo como pescador a mi no me lo gusta, yo camino con mi red y mi siento apesarado cuando logro salir una allí pero es pesca accidental. Pero los que hacen daño no son solo gente de aqui son gente de otros lados. Decimos decimos pero al final no hacemos nada, no resolvamos esta cosa. Primero dicen las instituciones que no hay recursos. ","AnalyzerOutput(output=NEG, probas={NEG: 0.995, NEU: 0.005, POS: 0.000})",NEG,0.0049815853126347065,0.9947235584259033,0.00029495879425667226
